Provider Number,Facility Name,Five Star,City,Profit or Non-Profit,Chain Organization,# of Dialysis Stations,Offers in-center hemodialysis,Offers peritoneal dialysis,Offers home hemodialysis training,Number of Dialysis Patients with Hgb data,Patient Transfusion category text,Number of patients included in the transfusion summary,Number of patients in hypercalcemia summary,Number of patients in Serum phosphorus summary,Patient hospitalization category text,Patient Hospital Readmission Category,Patient Survival Category Text,Number of patients included in hospitalization summary,Number of hospitalizations included in hospital readmission summary,Number of Patients included in survival summary,Patient Infection category text,Fistula Category Text,Number of Patients included in fistula summary,Number of patients in long term catheter summary,Number of patients in nPCR summary,SWR category text,Number of patients in this facility for SWR,Standardized First Kidney Transplant Waitlist Ratio,PPPW category text,Number of patients for PPPW
12662,FRESENIUS MEDICAL CARE,,MONTGOMERY,Profit,FRESENIUS MEDICAL CARE,8,1,1,1,13,As Expected,34,53,53,As Expected,As Expected,As Expected,39,28,108,Not Available,Not Available,10,10,0,Not Available,16,0,As Expected,56
12663,DAVITA PERRY COUNTY DIALYSIS,3,MARION,Profit,DAVITA,10,1,0,0,21,As Expected,27,37,38,As Expected,As Expected,As Expected,32,31,136,As Expected,As Expected,38,38,0,Not Available,8,0,As Expected,31
12664,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",4,GRAND BAY,Profit,FRESENIUS MEDICAL CARE,27,1,1,1,30,As Expected,51,79,83,As Expected,As Expected,As Expected,60,50,233,As Expected,As Expected,81,81,1,As Expected,31,0.32,As Expected,70
12677,"DIALYSIS CLINIC, INC",5,GENEVA,Non-Profit,"DIALYSIS CLINIC, INC.",10,1,0,0,14,As Expected,16,25,26,As Expected,Not Available,As Expected,18,8,76,As Expected,As Expected,25,25,0,Not Available,8,0,As Expected,18
12678,"FRESENIUS MEDICAL CARE MCCALLA, LLC",3,BESSEMER,Non-Profit,FRESENIUS MEDICAL CARE,13,1,0,0,16,As Expected,36,55,58,As Expected,As Expected,As Expected,43,49,141,As Expected,As Expected,58,58,0,As Expected,25,0.44,As Expected,47
12679,DAVITA WHITE BLUFF DIALYSIS,5,DEMOPOLIS,Profit,DAVITA,10,1,0,0,26,As Expected,36,48,52,As Expected,As Expected,As Expected,42,22,144,As Expected,As Expected,52,52,0,As Expected,26,0.36,As Expected,45
12680,BIO-MEDICAL APPLICATIONS OF ALABAMA,4,TALLASSEE,Profit,FRESENIUS MEDICAL CARE,10,1,0,0,24,As Expected,38,54,56,As Expected,As Expected,As Expected,41,53,151,As Expected,As Expected,55,55,0,Not Available,23,0,As Expected,43
12681,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",3,MERIDIANVILLE,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,37,As Expected,48,76,80,As Expected,As Expected,As Expected,64,78,221,As Expected,As Expected,79,79,0,As Expected,38,0.77,As Expected,65
12682,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",3,ANNISTON,Profit,FRESENIUS MEDICAL CARE,10,1,0,0,11,As Expected,19,35,38,As Expected,As Expected,As Expected,24,21,84,As Expected,Worse than Expected,39,39,0,Not Available,11,0,As Expected,31
12684,"FRESENIUS MEDICAL CARE ALBERTVILLE, LLC",3,ALBERTVILLE,Profit,FRESENIUS MEDICAL CARE,20,1,1,1,20,As Expected,34,53,60,As Expected,As Expected,As Expected,39,42,133,As Expected,As Expected,44,44,0,As Expected,28,0.33,As Expected,51
12685,DAVITA MODEL CITY HT AT HOME DIALYSIS,,ANNISTON,Profit,DAVITA,3,0,1,1,1,Not Available,5,10,11,Not Available,Not Available,As Expected,7,2,30,Not Available,Not Available,0,0,0,Not Available,6,0,Not Available,10
12686,"FRESENIUS MEDICAL CARE ANNISTON HOME, LLC",5,ANNISTON,Profit,FRESENIUS MEDICAL CARE,4,0,1,1,18,As Expected,56,60,66,As Expected,As Expected,As Expected,57,33,137,Not Available,As Expected,11,11,0,Not Available,11,0,As Expected,57
12687,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC",4,BIRMINGHAM,Profit,FRESENIUS MEDICAL CARE,10,1,0,0,11,Not Available,18,29,31,As Expected,As Expected,As Expected,21,20,87,As Expected,As Expected,31,31,0,Not Available,12,0,As Expected,35
12688,"FRESENIUS MEDICAL CARE TRUSSVILLE, LLC",3,BIRMINGHAM,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,10,As Expected,20,38,42,As Expected,As Expected,As Expected,23,20,70,As Expected,As Expected,43,43,0,Not Available,14,0,As Expected,34
12692,BIO MEDICAL APPLICATIONS OF ALABAMA INC,3,DECATUR,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,19,As Expected,33,47,48,As Expected,As Expected,As Expected,39,56,113,As Expected,As Expected,49,49,0,Not Available,16,0,As Expected,43
12666,DAVITA ANNISTON DIALYSIS,3,ANNISTON,Profit,DAVITA,10,1,0,0,12,Not Available,14,22,23,As Expected,As Expected,As Expected,17,33,70,As Expected,As Expected,24,24,0,Not Available,7,0,Worse than Expected,20
12667,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC.",5,FAIRHOPE,Profit,FRESENIUS MEDICAL CARE,5,0,1,1,3,Not Available,13,32,32,As Expected,Not Available,As Expected,15,4,72,Not Available,As Expected,12,12,0,Not Available,13,0,As Expected,27
12668,DAVITA HENRY COUNTY DIALYSIS,2,ABBEVILLE,Profit,DAVITA,10,1,0,0,13,Not Available,17,24,23,As Expected,As Expected,As Expected,21,24,90,As Expected,As Expected,23,23,0,Not Available,8,0,As Expected,17
12669,DAVITA MONARCH DIALYSIS,3,MONTGOMERY,Profit,DAVITA,22,1,0,0,54,As Expected,81,115,115,Worse than Expected,As Expected,As Expected,90,159,339,As Expected,As Expected,120,120,0,As Expected,55,0.48,As Expected,102
12670,DAVITA RED MOUNTAIN HT AT HOME,4,BIRMINGHAM,Profit,DAVITA,10,0,1,1,57,As Expected,103,172,182,As Expected,As Expected,As Expected,114,93,501,Not Available,As Expected,16,16,0,As Expected,99,1.14,As Expected,180
12665,DAVITA BREWTON DIALYSIS,4,BREWTON,Profit,DAVITA,10,1,1,0,14,As Expected,21,33,37,As Expected,As Expected,As Expected,26,20,119,As Expected,As Expected,30,30,0,Not Available,14,0,As Expected,37
12672,"FRESENIUS MEDICAL CARE WEST MADISON, LLC",4,MADISON,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,36,As Expected,49,72,77,As Expected,As Expected,As Expected,58,62,214,Better than Expected,As Expected,76,76,0,Better than Expected,33,3.15,As Expected,70
12673,DAVITA HOME OPTIONS OF DOTHAN (PD),,DOTHAN,Profit,DAVITA,3,0,1,1,20,As Expected,41,62,62,As Expected,As Expected,As Expected,47,33,153,Not Available,Not Available,4,4,0,Not Available,23,0,As Expected,55
12674,"BIO MEDICAL APPLICATIONS OF ALABAMA, INC",4,BRUNDIDGE,Profit,FRESENIUS MEDICAL CARE,15,1,1,1,22,As Expected,30,43,44,As Expected,As Expected,As Expected,35,22,130,As Expected,As Expected,42,42,0,Not Available,13,0,As Expected,42
12676,DAVITA GREYSTONE DIALYSIS,3,BIRMINGHAM,Profit,DAVITA,11,1,0,0,24,As Expected,30,46,47,As Expected,As Expected,As Expected,36,44,145,As Expected,As Expected,48,48,0,As Expected,26,1.88,As Expected,36
12606,FMC CHASE,3,HUNTSVILLE,Profit,FRESENIUS MEDICAL CARE,25,1,0,0,63,Worse than Expected,79,112,116,As Expected,As Expected,As Expected,101,128,419,Better than Expected,As Expected,118,118,0,As Expected,35,1.4,As Expected,95
12607,ROANOKE DIALYSIS CLINIC,5,ROANOKE,Profit,FRESENIUS MEDICAL CARE,13,1,1,0,25,As Expected,39,48,51,As Expected,As Expected,As Expected,39,28,161,As Expected,As Expected,51,51,0,Not Available,13,0,As Expected,38
12608,RCG ONEONTA,5,ONEONTA,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,20,As Expected,29,46,53,As Expected,As Expected,As Expected,33,40,136,As Expected,As Expected,52,52,0,Not Available,22,0,As Expected,39
12609,DAVITA EUFAULA DIALYSIS,5,EUFAULA,Profit,DAVITA,12,1,0,0,25,As Expected,34,46,47,As Expected,As Expected,As Expected,41,27,197,As Expected,As Expected,48,48,0,As Expected,20,0.44,As Expected,39
12610,FMC MAGNOLIA,4,SEMMES,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,38,As Expected,56,84,92,As Expected,As Expected,As Expected,66,86,292,As Expected,As Expected,92,92,1,As Expected,38,0,As Expected,73
12611,FMC DALLAS COUNTY,4,SELMA,Profit,FRESENIUS MEDICAL CARE,21,1,0,0,46,As Expected,57,71,74,As Expected,As Expected,As Expected,66,95,250,As Expected,As Expected,75,75,0,As Expected,26,0,As Expected,54
12612,FMC GARDENDALE,3,GARDENDALE,Profit,FRESENIUS MEDICAL CARE,23,1,1,0,27,As Expected,53,81,89,As Expected,As Expected,As Expected,62,67,237,As Expected,As Expected,89,89,0,As Expected,35,0.33,As Expected,74
12613,FMC DISCOVERY,3,HUNTSVILLE,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,35,Worse than Expected,50,66,66,As Expected,As Expected,As Expected,60,57,281,As Expected,As Expected,68,68,0,As Expected,38,2.08,As Expected,49
12614,FMC VALLEY CREEK,3,SELMA,Profit,FRESENIUS MEDICAL CARE,22,1,1,1,47,As Expected,71,92,95,As Expected,As Expected,As Expected,78,99,274,As Expected,As Expected,92,92,0,As Expected,26,0.76,As Expected,88
12615,FMC AUBURN,5,AUBURN,Profit,FRESENIUS MEDICAL CARE,20,1,0,0,43,Worse than Expected,75,104,109,As Expected,Better than Expected,Better than Expected,81,63,304,As Expected,Better than Expected,109,109,0,As Expected,46,1.15,As Expected,94
12616,LANDMARK DIALYSIS,3,TALLADEGA,Non-Profit,FRESENIUS MEDICAL CARE,30,1,1,1,29,Worse than Expected,48,72,80,As Expected,As Expected,Worse than Expected,55,62,230,As Expected,As Expected,79,79,0,As Expected,27,0,As Expected,63
12617,FMC ALEXANDER CITY,5,ALEXANDER CITY,Profit,FRESENIUS MEDICAL CARE,23,1,1,1,55,Worse than Expected,78,103,105,As Expected,As Expected,As Expected,93,63,331,As Expected,As Expected,96,96,0,As Expected,38,0.52,As Expected,79
12618,RRC NORTHRIDGE,2,NORTHPORT,Profit,INDEPENDENT,24,1,1,1,54,As Expected,103,134,141,As Expected,As Expected,Worse than Expected,113,124,435,Better than Expected,Worse than Expected,81,81,0,As Expected,59,0.35,As Expected,122
12619,GBR LLC,3,TUSCALOOSA,Profit,INDEPENDENT,0,0,1,0,27,As Expected,45,60,64,As Expected,As Expected,As Expected,45,37,212,Not Available,Not Available,0,0,0,As Expected,32,1.57,As Expected,56
12620,HOME DIALYSIS OF NORTH ALABAMA,2,DECATUR,Profit,INDEPENDENT,1,0,1,0,9,Worse than Expected,34,45,47,As Expected,Worse than Expected,As Expected,38,29,156,Not Available,Not Available,0,0,0,Not Available,20,0,As Expected,36
12621,RAI-SNOW ST-OXFORD,2,OXFORD,Profit,FRESENIUS MEDICAL CARE,25,1,1,1,36,Worse than Expected,51,70,70,As Expected,As Expected,Worse than Expected,66,86,361,As Expected,As Expected,73,73,0,As Expected,40,0.58,As Expected,62
22510,TUDOR DIALYSIS,5,ANCHORAGE,Profit,FRESENIUS MEDICAL CARE,7,1,0,0,19,As Expected,24,34,41,As Expected,As Expected,Better than Expected,26,19,74,As Expected,As Expected,41,41,0,Not Available,19,0,As Expected,38
32302,032302 MARICOPA MEDICAL CTR - DIALYSIS,3,PHOENIX,Non-Profit,INDEPENDENT,11,1,0,0,7,Not Available,15,28,29,As Expected,Not Available,As Expected,15,8,54,As Expected,As Expected,32,32,0,As Expected,11,0,As Expected,29
32314,032314 PHOENIX CHILDRENS HOSPITAL- DIALYSIS CENTER,,PHOENIX,Non-Profit,INDEPENDENT,6,1,1,0,9,Not Available,2,3,4,As Expected,As Expected,Not Available,16,15,68,As Expected,Not Available,1,1,21,As Expected,28,0.9,As Expected,37
32315,032315 GILA RIVER DIALYSIS EAST,5,SACATON,Non-Profit,INDEPENDENT,40,1,0,0,103,As Expected,121,163,164,As Expected,As Expected,As Expected,128,125,507,As Expected,Better than Expected,165,165,0,Worse than Expected,40,0,As Expected,152
32316,032316 BANNER UNIVERSITY MEDICAL CENTER PEDIATRIC OUTPATIENT DIALYSIS UNIT,,TUCSON,Non-Profit,INDEPENDENT,4,1,0,0,1,Not Available,0,1,1,Not Available,Not Available,Not Available,1,2,11,Not Available,Not Available,1,1,7,Not Available,6,0,Not Available,9
32500,DAVITA TUCSON WEST DIALYSIS,3,TUCSON,Profit,DAVITA,35,1,1,0,39,As Expected,73,124,127,As Expected,As Expected,Worse than Expected,84,109,372,As Expected,As Expected,91,91,0,As Expected,48,1.17,As Expected,108
32501,DAVITA TUCSON EAST DIALYSIS,3,TUCSON,Profit,DAVITA,27,1,1,1,69,As Expected,124,209,212,As Expected,As Expected,Worse than Expected,141,175,646,Better than Expected,As Expected,179,179,0,As Expected,65,1.01,As Expected,161
32502,DAVITA YUMA DIALYSIS,5,YUMA,Profit,DAVITA,30,1,1,0,145,As Expected,224,289,305,Better than Expected,As Expected,As Expected,237,136,887,As Expected,As Expected,230,230,0,As Expected,96,1.12,As Expected,257
32503,032503 PHOENIX ARTIFICIAL KIDNEY CENTER (FMC),4,PEORIA,Profit,FRESENIUS MEDICAL CARE,21,1,1,0,28,As Expected,57,103,107,As Expected,As Expected,Worse than Expected,69,69,265,As Expected,As Expected,108,108,0,As Expected,37,0.77,As Expected,78
32506,DAVITA TUBA CITY DIALYSIS,5,TUBA CITY,Profit,DAVITA,26,1,1,0,80,As Expected,120,138,140,As Expected,As Expected,Better than Expected,126,112,496,As Expected,As Expected,112,112,0,As Expected,36,1.19,As Expected,120
32508,032508 SOUTH PHOENIX DIALYSIS SERVICES (FMC),3,PHOENIX,Profit,FRESENIUS MEDICAL CARE,18,1,0,0,16,As Expected,58,105,107,As Expected,As Expected,Worse than Expected,67,75,296,Better than Expected,As Expected,112,112,0,As Expected,45,0.55,As Expected,104
32509,032509 EAST VALLEY DIALYSIS (FMC),3,MESA,Profit,FRESENIUS MEDICAL CARE,36,1,0,0,63,As Expected,133,212,223,As Expected,As Expected,Worse than Expected,168,195,632,As Expected,As Expected,222,222,0,As Expected,76,0.53,As Expected,151
32513,DAVITA SELLS DIALYSIS,5,SELLS,Profit,DAVITA,20,1,1,0,71,As Expected,89,137,135,As Expected,As Expected,Better than Expected,96,77,359,As Expected,As Expected,138,138,0,As Expected,35,0.45,Worse than Expected,120
32514,032514 DESERT DIALYSIS CENTER (DCI),3,TUCSON,Non-Profit,"DIALYSIS CLINIC, INC.",19,1,1,1,25,As Expected,46,89,94,As Expected,As Expected,As Expected,60,74,253,As Expected,As Expected,61,61,0,As Expected,28,1.96,As Expected,89
32516,032516 CHANDLER DIALYSIS (FMC),4,CHANDLER,Profit,RENAL CARE GROUP INC.,24,1,1,0,40,As Expected,72,129,143,As Expected,As Expected,As Expected,98,109,373,Better than Expected,As Expected,143,143,0,As Expected,35,0.7,As Expected,115
32517,032517 CENTRAL PHX DIALYSIS (FMC),3,PHOENIX,Profit,FRESENIUS MEDICAL CARE,16,1,1,0,21,As Expected,49,92,94,As Expected,As Expected,Worse than Expected,55,69,246,Better than Expected,As Expected,96,96,0,As Expected,40,0.8,As Expected,87
12671,"FRESENIUS MEDICAL CARE HUNTSVILLE HOME, LLC",5,HUNTSVILLE,Profit,FRESENIUS MEDICAL CARE,0,0,1,1,45,Worse than Expected,95,142,151,As Expected,As Expected,As Expected,110,87,434,Not Available,As Expected,29,29,0,Better than Expected,41,2.68,As Expected,135
12641,DCI EVERGREEN,4,EVERGREEN,Non-Profit,"DIALYSIS CLINIC, INC.",10,1,0,0,14,As Expected,15,21,21,As Expected,As Expected,As Expected,19,21,103,As Expected,As Expected,21,21,0,Not Available,10,0,As Expected,19
12642,DAVITA ENTERPRISE DIALYSIS,5,ENTERPRISE,Profit,DAVITA,16,1,0,0,27,As Expected,36,49,48,As Expected,As Expected,As Expected,39,30,167,As Expected,As Expected,50,50,0,Not Available,30,0,As Expected,46
12643,ENDEAVOR DIALYSIS,4,HUNTSVILLE,Profit,FRESENIUS MEDICAL CARE,15,1,0,0,25,As Expected,53,77,76,As Expected,As Expected,As Expected,57,55,265,As Expected,As Expected,77,77,0,As Expected,31,1.04,As Expected,69
12644,DAVITA JEWEL DIALYSIS,5,BESSEMER,Profit,DAVITA,10,1,0,0,22,As Expected,27,41,41,As Expected,As Expected,As Expected,31,18,127,As Expected,As Expected,41,41,0,Not Available,7,0,As Expected,44
12645,"RENAL TREATMENT CENTERS- SOUTHEAST, LP",5,BIRMINGHAM,Profit,DAVITA,18,1,1,1,46,As Expected,62,87,89,As Expected,As Expected,As Expected,65,46,262,As Expected,As Expected,90,90,0,As Expected,25,1.09,As Expected,77
12646,DAVITA STEEL CITY DIALYSIS,4,BIRMINGHAM,Profit,DAVITA,10,1,0,0,16,As Expected,24,39,41,As Expected,As Expected,As Expected,28,30,93,As Expected,As Expected,41,41,0,Not Available,6,0,As Expected,38
12647,DAVITA CROWN DIALYSIS,5,BIRMINGHAM,Profit,DAVITA,14,1,0,0,24,As Expected,31,48,50,As Expected,As Expected,As Expected,34,32,117,As Expected,As Expected,49,49,0,As Expected,12,0,As Expected,45
12648,"FRESENIUS KIDNEY CARE GADSDEN ACQ, LLC",3,GADSDEN,Profit,FRESENIUS MEDICAL CARE,22,1,1,1,49,Worse than Expected,87,116,124,As Expected,As Expected,As Expected,96,141,408,Worse than Expected,As Expected,99,99,0,As Expected,49,0.46,As Expected,96
12649,"FRESENIUS KIDNEY CARE UNION SPRINGS, LLC",4,UNION SPRINGS,Profit,FRESENIUS MEDICAL CARE,9,1,1,0,28,As Expected,45,60,63,As Expected,As Expected,As Expected,51,47,181,As Expected,As Expected,46,46,0,As Expected,22,0.36,As Expected,45
12650,DAVITA LIMESTONE COUNTY DIALYSIS,3,ATHENS,Profit,DAVITA,10,1,1,1,26,As Expected,35,48,49,As Expected,As Expected,As Expected,39,40,137,As Expected,As Expected,46,46,0,Not Available,17,0,As Expected,40
12651,FMC FORESTDALE,3,BIRMINGHAM,Profit,FRESENIUS MEDICAL CARE,14,1,0,1,24,Worse than Expected,45,67,70,As Expected,As Expected,As Expected,49,75,190,As Expected,Worse than Expected,70,70,0,Not Available,16,0,As Expected,56
12652,DAVITA LEEDS DIALYSIS,5,LEEDS,Profit,DAVITA,10,1,0,0,13,As Expected,23,32,34,As Expected,As Expected,Worse than Expected,25,22,115,As Expected,As Expected,34,34,0,Not Available,14,0,As Expected,26
12653,"FRESENIUS KIDNEY CARE PHENIX CITY, LLC",3,PHENIX CITY,Profit,INDEPENDENT,10,1,1,0,29,As Expected,44,61,62,As Expected,As Expected,As Expected,52,51,207,As Expected,As Expected,45,45,0,As Expected,28,0.67,As Expected,53
12654,BIO-MEDICAL APPLICATIONS OF ALABAMA,3,MONTGOMERY,Profit,FRESENIUS MEDICAL CARE,25,1,0,0,40,As Expected,75,110,115,As Expected,As Expected,As Expected,84,81,335,As Expected,As Expected,116,116,0,As Expected,49,0.5,As Expected,102
12655,DAVITA ANDALUSIA DIALYSIS,5,ANDALUSIA,Profit,"RTC-SOUTHEAST, LP",10,1,0,0,12,Not Available,15,22,22,As Expected,As Expected,As Expected,18,24,69,As Expected,As Expected,21,21,0,Not Available,5,0,As Expected,21
12656,DCI MITYLENE PARK,4,MONTGOMERY,Non-Profit,"DIALYSIS CLINIC, INC.",17,1,0,1,29,As Expected,43,66,67,As Expected,As Expected,Better than Expected,48,47,192,Better than Expected,As Expected,66,66,0,As Expected,42,0,As Expected,52
12657,"FRESENIUS MEDICAL CARE BIRMINGHAM HOME, LLC",4,BIRMINGHAM,Profit,FRESENIUS MEDICAL CARE,17,0,1,1,50,Worse than Expected,158,251,282,As Expected,Worse than Expected,As Expected,173,155,613,Not Available,As Expected,20,20,0,As Expected,169,1.08,As Expected,258
12658,DAVITA SPRINGVILLE DIALYSIS,5,SPRINGVILLE,Profit,DAVITA,10,1,0,0,3,Not Available,9,15,16,Not Available,Not Available,Worse than Expected,9,2,58,As Expected,As Expected,16,16,0,Not Available,11,0,Worse than Expected,11
22508,FMC SOLDOTNA,4,SOLDOTNA,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,16,As Expected,19,28,31,As Expected,As Expected,As Expected,26,13,112,As Expected,As Expected,32,32,0,Not Available,15,0,As Expected,27
22509,DENALI DIALYSIS CENTER,5,ANCHORAGE,Profit,"US RENAL CARE, INC.",24,1,1,0,80,As Expected,129,165,173,As Expected,As Expected,Better than Expected,140,116,476,Worse than Expected,As Expected,128,128,0,As Expected,78,0.84,As Expected,156
12710,"BIO-MEDICAL APPLICATIONS OF ALABAMA, INC.",,HOPE HULL,Profit,FRESENIUS MEDICAL CARE,1,1,0,0,0,Not Available,5,7,6,Not Available,Not Available,Not Available,5,2,5,Not Available,Not Available,7,7,0,Not Available,0,0,Not Available,6
22500,FMC ANCHORAGE,4,ANCHORAGE,Profit,FRESENIUS MEDICAL CARE,35,1,1,1,70,As Expected,99,130,131,As Expected,As Expected,As Expected,114,106,474,As Expected,As Expected,116,116,0,Not Available,24,0,As Expected,120
22502,FMC FAIRBANKS,5,FAIRBANKS,Profit,FRESENIUS MEDICAL CARE,17,1,0,0,42,Worse than Expected,44,65,65,Better than Expected,As Expected,As Expected,54,24,192,Better than Expected,As Expected,63,63,0,Not Available,22,0,As Expected,57
22503,FMC WASILLA,5,WASILLA,Profit,FRESENIUS MEDICAL CARE,12,1,1,1,29,As Expected,38,72,73,As Expected,Better than Expected,As Expected,52,41,192,Better than Expected,As Expected,64,64,1,As Expected,29,0.46,As Expected,55
22504,REIFENSTEIN DIALYSIS CENTER,5,JUNEAU,Profit,FRESENIUS MEDICAL CARE,9,1,0,0,15,As Expected,18,27,28,As Expected,As Expected,As Expected,22,14,90,As Expected,As Expected,26,26,0,Not Available,11,0,As Expected,26
32547,032547 SUN CITY DIALYSIS (FMC),5,SUN CITY,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,21,As Expected,32,61,64,As Expected,As Expected,Better than Expected,45,61,184,As Expected,As Expected,64,64,0,Not Available,13,0,As Expected,47
32549,032549 SAFFORD DIALYSIS (FMC),3,SAFFORD,Profit,RENAL CARE GROUP INC.,16,1,1,0,42,As Expected,61,94,96,As Expected,Better than Expected,Worse than Expected,68,68,271,Better than Expected,As Expected,88,88,0,As Expected,49,0.87,As Expected,92
32550,032550 NORTH PHOENIX DIALYSIS (FMC),4,PHOENIX,Profit,FRESENIUS MEDICAL CARE,19,1,1,1,42,As Expected,78,162,166,As Expected,As Expected,As Expected,102,107,476,As Expected,As Expected,137,137,0,As Expected,54,1,As Expected,133
32559,DAVITA KAYENTA DIALYSIS,4,KAYENTA,Profit,DAVITA,18,1,0,0,27,As Expected,51,63,66,As Expected,As Expected,As Expected,54,55,206,Better than Expected,As Expected,65,65,0,As Expected,27,0,As Expected,61
32561,032561 CASA GRANDE DIALYSIS (FMC),4,CASA GRANDE,Profit,RENAL CARE GROUP INC.,16,1,0,0,70,As Expected,124,210,212,As Expected,As Expected,As Expected,148,175,604,As Expected,Better than Expected,192,192,0,Worse than Expected,83,0.32,As Expected,176
32562,DAVITA COTTONWOOD DIALYSIS,4,COTTONWOOD,Profit,DAVITA,10,1,0,0,26,As Expected,42,73,78,As Expected,As Expected,As Expected,48,54,178,As Expected,As Expected,77,77,0,As Expected,38,0.76,As Expected,56
32563,032563 SCOTTSDALE DIALYSIS (FMC),4,SCOTTSDALE,Profit,FRESENIUS MEDICAL CARE,12,1,0,0,29,As Expected,42,80,79,As Expected,As Expected,As Expected,51,48,227,As Expected,As Expected,81,81,0,As Expected,31,1.05,As Expected,73
32564,032564 MARYVALE DIALYSIS (FMC),4,PHOENIX,Profit,FRESENIUS MEDICAL CARE,28,1,0,0,40,As Expected,91,154,158,As Expected,As Expected,As Expected,102,99,405,As Expected,As Expected,159,159,0,As Expected,55,1,As Expected,147
32565,032565 DESERT DIALYSIS CENTER SOUTH TUCSON (DCI),5,TUCSON,Non-Profit,"DIALYSIS CLINIC, INC.",25,1,0,0,26,As Expected,46,73,77,As Expected,As Expected,As Expected,52,42,211,Better than Expected,As Expected,77,77,0,As Expected,24,1.27,As Expected,73
32568,032568 RED MOUNTAIN DIALYSIS (FMC),3,MESA,Profit,FRESENIUS MEDICAL CARE,13,1,0,0,15,As Expected,59,89,92,Worse than Expected,As Expected,Worse than Expected,64,86,249,Better than Expected,As Expected,91,91,0,As Expected,26,1.82,As Expected,81
